gid,cname,ensemble,harvest,planting,wsgd
3,Chemba,18,2023-06-08,2023-01-31,0
63,Sumbawanga Rural,15,2023-06-08,2023-01-31,0
43,Kilombero,8,2023-06-08,2023-01-31,0
16,Mpanda,30,2023-06-08,2023-02-01,0
83,Uyui,39,2023-06-08,2023-02-02,0
14,Lake Tanganyika,15,2023-06-08,2023-01-31,0
34,Kyela,28,2023-06-08,2023-01-31,0.525
38,Mbeya Urban,27,2023-06-08,2023-01-30,0.796
20,Kasulu Township Authority,3,2023-06-08,2023-02-02,0
77,Igunga,14,2023-06-08,2023-02-01,0
61,Lake Tanganyika,10,2023-06-08,2023-02-01,0
60,Lake Rukwa,34,2023-06-08,2023-02-01,0
28,Lindi Urban,37,2023-06-08,2023-01-30,0.845
35,Lake Rukwa,4,2023-06-08,2023-02-01,0
52,Ludewa,38,2023-06-08,2023-01-31,0
64,Sumbawanga Urban,3,2023-06-08,2023-02-02,0
64,Sumbawanga Urban,4,2023-06-08,2023-02-01,0
35,Lake Rukwa,10,2023-06-08,2023-02-01,0
35,Lake Rukwa,14,2023-06-08,2023-02-01,0
61,Lake Tanganyika,33,2023-06-08,2023-02-02,0
50,Newala,3,2023-06-08,2023-02-02,0.461
35,Lake Rukwa,15,2023-06-08,2023-01-31,0
61,Lake Tanganyika,28,2023-06-08,2023-01-31,0
72,Iramba,3,2023-06-08,2023-02-02,0
43,Kilombero,39,2023-06-08,2023-02-02,0
28,Lindi Urban,10,2023-06-08,2023-02-01,0.685
58,Rufiji,6,2023-06-08,2023-01-29,0
74,Mkalama,3,2023-06-08,2023-02-02,0
72,Iramba,14,2023-06-08,2023-02-01,0
24,Lake Tanganyika,7,2023-06-08,2023-01-30,0
49,Nanyumbu,18,2023-06-08,2023-01-31,0
39,Mbozi,10,2023-06-08,2023-02-01,0
31,Ruangwa,24,2023-06-08,2023-02-01,0.505
35,Lake Rukwa,34,2023-06-08,2023-02-01,0
21,Kibondo,30,2023-06-08,2023-02-01,0
24,Lake Tanganyika,18,2023-06-08,2023-01-31,0
45,Masasi,9,2023-06-08,2023-02-02,0
24,Lake Tanganyika,20,2023-06-08,2023-02-01,0
56,Njombe Urban,10,2023-06-08,2023-02-01,0.631
64,Sumbawanga Urban,34,2023-06-08,2023-02-01,0
38,Mbeya Urban,33,2023-06-08,2023-02-02,0.822
4,Dodoma Urban,15,2023-06-08,2023-01-31,0
49,Nanyumbu,15,2023-06-08,2023-01-31,0
34,Kyela,6,2023-06-08,2023-01-29,0.45
62,Nkasi,25,2023-06-08,2023-01-31,0
35,Lake Rukwa,15,2023-06-08,2023-01-31,0
37,Mbeya Rural,35,2023-06-08,2023-01-31,0.901
68,Songea Rural,37,2023-06-08,2023-01-30,0.59
42,Tunduma,18,2023-06-08,2023-01-31,0
30,Nachingwea,6,2023-06-08,2023-01-29,0
60,Lake Rukwa,7,2023-06-08,2023-01-30,0
36,Mbarali,35,2023-06-08,2023-01-31,0
27,Lindi Rural,6,2023-06-08,2023-01-29,0.441
32,Chunya,26,2023-06-08,2023-01-29,0
78,Kaliua,9,2023-06-08,2023-02-02,0
47,Mtwara Rural,26,2023-06-08,2023-01-29,0
35,Lake Rukwa,40,2023-06-08,2023-02-01,0
32,Chunya,18,2023-06-08,2023-01-31,0
82,Urambo,14,2023-06-08,2023-02-01,0
44,Ulanga,10,2023-06-08,2023-02-01,0
58,Rufiji,35,2023-06-08,2023-01-31,0.006
55,Njombe,40,2023-06-08,2023-02-01,0.856
65,Mbinga,23,2023-06-08,2023-02-02,0.784
48,Mtwara Urban,10,2023-06-08,2023-02-01,0
44,Ulanga,17,2023-06-08,2023-01-30,0
59,Kalambo,9,2023-06-08,2023-02-02,0
52,Ludewa,5,2023-06-08,2023-01-31,0.237
39,Mbozi,9,2023-06-08,2023-02-02,0
15,Mlele,13,2023-06-08,2023-02-02,0
65,Mbinga,29,2023-06-08,2023-02-02,0.673
36,Mbarali,19,2023-06-08,2023-02-02,0
53,Makambako Township Authority,26,2023-06-08,2023-01-29,0
51,Tandahimba,36,2023-06-08,2023-01-29,0.187
26,Kilwa,36,2023-06-08,2023-01-29,0
5,Kondoa,29,2023-06-08,2023-02-02,0
69,Songea Urban,4,2023-06-08,2023-02-01,0.471
20,Kasulu Township Authority,25,2023-06-08,2023-01-31,0
64,Sumbawanga Urban,14,2023-06-08,2023-02-01,0
64,Sumbawanga Urban,16,2023-06-08,2023-01-29,0
70,Tunduru,17,2023-06-08,2023-01-30,0
69,Songea Urban,15,2023-06-08,2023-01-31,0.699
55,Njombe,27,2023-06-08,2023-01-30,0.861
70,Tunduru,16,2023-06-08,2023-01-29,0
81,Tabora Urban,24,2023-06-08,2023-02-01,0
41,Rungwe,38,2023-06-08,2023-01-31,0.877
46,Masasi Township Authority,29,2023-06-08,2023-02-02,0
81,Tabora Urban,4,2023-06-08,2023-02-01,0
9,Iringa Urban,26,2023-06-08,2023-01-29,0
52,Ludewa,37,2023-06-09,2023-01-31,0.394
33,Ileje,34,2023-06-09,2023-02-02,0.505
55,Njombe,25,2023-06-09,2023-02-01,0.875
22,Kigoma Rural,40,2023-06-09,2023-02-02,0
1,Bahi,5,2023-06-09,2023-02-01,0
17,Mpanda Urban,18,2023-06-09,2023-02-01,0
17,Mpanda Urban,37,2023-06-09,2023-01-31,0
5,Kondoa,4,2023-06-09,2023-02-02,0
30,Nachingwea,33,2023-06-09,2023-02-01,0.392
72,Iramba,17,2023-06-09,2023-01-31,0
61,Lake Tanganyika,15,2023-06-09,2023-02-01,0
50,Newala,5,2023-06-09,2023-02-01,0.666
42,Tunduma,25,2023-06-09,2023-02-01,0
49,Nanyumbu,8,2023-06-09,2023-02-01,0
72,Iramba,32,2023-06-09,2023-02-02,0
10,Kilolo,2,2023-06-09,2023-02-02,0
10,Kilolo,10,2023-06-09,2023-02-02,0
30,Nachingwea,15,2023-06-09,2023-02-01,0.596
49,Nanyumbu,1,2023-06-09,2023-01-28,0
59,Kalambo,12,2023-06-09,2023-02-02,0
41,Rungwe,11,2023-06-09,2023-01-28,0.757
59,Kalambo,30,2023-06-09,2023-02-02,0
69,Songea Urban,1,2023-06-09,2023-01-28,0.719
30,Nachingwea,5,2023-06-09,2023-02-01,0.457
10,Kilolo,13,2023-06-09,2023-02-01,0
32,Chunya,35,2023-06-09,2023-02-01,0
37,Mbeya Rural,38,2023-06-09,2023-02-01,0.772
55,Njombe,37,2023-06-09,2023-01-31,0.793
57,Wanging'ombe,32,2023-06-09,2023-02-02,0
39,Mbozi,3,2023-06-09,2023-02-01,0
67,Nyasa,22,2023-06-09,2023-02-02,0
73,Manyoni,8,2023-06-09,2023-02-01,0
25,Uvinza,20,2023-06-09,2023-02-02,0
21,Kibondo,5,2023-06-09,2023-02-01,0
2,Chamwino,8,2023-06-09,2023-02-01,0
14,Lake Tanganyika,23,2023-06-09,2023-02-01,0
21,Kibondo,12,2023-06-09,2023-02-02,0
14,Lake Tanganyika,3,2023-06-09,2023-02-01,0
43,Kilombero,3,2023-06-09,2023-02-01,0
5,Kondoa,34,2023-06-09,2023-02-02,0
64,Sumbawanga Urban,22,2023-06-09,2023-02-02,0
7,Mpwapwa,37,2023-06-09,2023-01-31,0
16,Mpanda,33,2023-06-09,2023-02-01,0
2,Chamwino,17,2023-06-09,2023-01-31,0
19,Kasulu,10,2023-06-09,2023-02-02,0
7,Mpwapwa,33,2023-06-09,2023-02-01,0
70,Tunduru,24,2023-06-09,2023-02-02,0
70,Tunduru,34,2023-06-09,2023-02-02,0
59,Kalambo,14,2023-06-09,2023-02-02,0
44,Ulanga,32,2023-06-09,2023-02-02,0
36,Mbarali,12,2023-06-09,2023-02-02,0
36,Mbarali,7,2023-06-09,2023-01-31,0
31,Ruangwa,35,2023-06-09,2023-02-01,0.76
76,Singida Urban,3,2023-06-09,2023-02-01,0
39,Mbozi,11,2023-06-09,2023-01-28,0
65,Mbinga,25,2023-06-09,2023-02-01,0.681
31,Ruangwa,31,2023-06-09,2023-01-28,0.703
68,Songea Rural,5,2023-06-09,2023-02-01,0.586
64,Sumbawanga Urban,13,2023-06-09,2023-02-01,0
48,Mtwara Urban,18,2023-06-09,2023-02-01,0
24,Lake Tanganyika,37,2023-06-09,2023-01-31,0
6,Kongwa,28,2023-06-09,2023-02-01,0
24,Lake Tanganyika,34,2023-06-09,2023-02-02,0
75,Singida Rural,22,2023-06-09,2023-02-02,0
62,Nkasi,34,2023-06-09,2023-02-02,0
35,Lake Rukwa,18,2023-06-09,2023-02-01,0
57,Wanging'ombe,10,2023-06-09,2023-02-02,0
24,Lake Tanganyika,28,2023-06-09,2023-02-01,0
62,Nkasi,10,2023-06-09,2023-02-02,0
75,Singida Rural,7,2023-06-09,2023-01-31,0
65,Mbinga,32,2023-06-09,2023-02-02,0.74
28,Lindi Urban,21,2023-06-09,2023-01-28,0.77
28,Lindi Urban,34,2023-06-09,2023-02-02,0.834
35,Lake Rukwa,23,2023-06-09,2023-02-01,0
24,Lake Tanganyika,8,2023-06-09,2023-02-01,0
71,Ikungi,2,2023-06-09,2023-02-02,0
75,Singida Rural,32,2023-06-09,2023-02-02,0
27,Lindi Rural,34,2023-06-09,2023-02-02,0.666
56,Njombe Urban,8,2023-06-09,2023-02-01,0.809
71,Ikungi,12,2023-06-09,2023-02-02,0
54,Makete,28,2023-06-09,2023-02-01,0.72
54,Makete,35,2023-06-09,2023-02-01,0.749
54,Makete,37,2023-06-09,2023-01-31,0.759
77,Igunga,37,2023-06-09,2023-01-31,0
79,Nzega,34,2023-06-09,2023-02-02,0
77,Igunga,27,2023-06-09,2023-01-31,0
77,Igunga,25,2023-06-09,2023-02-01,0
71,Ikungi,38,2023-06-09,2023-02-01,0
74,Mkalama,12,2023-06-09,2023-02-02,0
83,Uyui,20,2023-06-09,2023-02-02,0
8,Iringa Rural,21,2023-06-09,2023-01-28,0
34,Kyela,34,2023-06-09,2023-02-02,0
49,Nanyumbu,23,2023-06-09,2023-02-01,0
68,Songea Rural,24,2023-06-09,2023-02-02,0
77,Igunga,8,2023-06-09,2023-02-01,0
29,Liwale,15,2023-06-09,2023-02-01,0
68,Songea Rural,35,2023-06-09,2023-02-01,0.629
4,Dodoma Urban,8,2023-06-09,2023-02-01,0
55,Njombe,23,2023-06-09,2023-02-01,0.759
28,Lindi Urban,23,2023-06-09,2023-02-01,0.701
17,Mpanda Urban,10,2023-06-10,2023-02-03,0
26,Kilwa,22,2023-06-10,2023-02-03,0.274
36,Mbarali,28,2023-06-10,2023-02-02,0
64,Sumbawanga Urban,38,2023-06-10,2023-02-02,0
61,Lake Tanganyika,17,2023-06-10,2023-02-01,0
26,Kilwa,15,2023-06-10,2023-02-02,0.601
81,Tabora Urban,37,2023-06-10,2023-02-01,0
1,Bahi,32,2023-06-10,2023-02-03,0
43,Kilombero,22,2023-06-10,2023-02-03,0
26,Kilwa,1,2023-06-10,2023-01-29,0
27,Lindi Rural,40,2023-06-10,2023-02-03,0.641
61,Lake Tanganyika,5,2023-06-10,2023-02-02,0
83,Uyui,40,2023-06-10,2023-02-03,0
61,Lake Tanganyika,6,2023-06-10,2023-01-30,0
47,Mtwara Rural,19,2023-06-10,2023-02-03,0.472
11,Mafinga Township Authority,15,2023-06-10,2023-02-02,0.775
45,Masasi,15,2023-06-10,2023-02-02,0
63,Sumbawanga Rural,7,2023-06-10,2023-02-01,0
25,Uvinza,22,2023-06-10,2023-02-03,0
52,Ludewa,29,2023-06-10,2023-02-03,0
82,Urambo,18,2023-06-10,2023-02-02,0
59,Kalambo,32,2023-06-10,2023-02-03,0
11,Mafinga Township Authority,21,2023-06-10,2023-01-29,0.752
10,Kilolo,12,2023-06-10,2023-02-03,0.135
53,Makambako Township Authority,25,2023-06-10,2023-02-02,0
63,Sumbawanga Rural,27,2023-06-10,2023-02-01,0
15,Mlele,30,2023-06-10,2023-02-03,0
53,Makambako Township Authority,35,2023-06-10,2023-02-02,0
27,Lindi Rural,10,2023-06-10,2023-02-03,0.64
35,Lake Rukwa,5,2023-06-10,2023-02-02,0
77,Igunga,5,2023-06-10,2023-02-02,0
67,Nyasa,40,2023-06-10,2023-02-03,0.44
5,Kondoa,19,2023-06-10,2023-02-03,0
66,Namtumbo,32,2023-06-10,2023-02-03,0
52,Ludewa,20,2023-06-10,2023-02-03,0.443
36,Mbarali,25,2023-06-10,2023-02-02,0
31,Ruangwa,10,2023-06-10,2023-02-03,0.662
62,Nkasi,28,2023-06-10,2023-02-02,0
50,Newala,38,2023-06-10,2023-02-02,0
55,Njombe,30,2023-06-10,2023-02-03,0.788
9,Iringa Urban,9,2023-06-10,2023-02-03,0
59,Kalambo,14,2023-06-10,2023-02-03,0
27,Lindi Rural,19,2023-06-10,2023-02-03,0.652
14,Lake Tanganyika,8,2023-06-10,2023-02-02,0
36,Mbarali,16,2023-06-10,2023-01-30,0
83,Uyui,34,2023-06-10,2023-02-03,0
28,Lindi Urban,17,2023-06-10,2023-02-01,0.752
16,Mpanda,10,2023-06-10,2023-02-03,0
42,Tunduma,31,2023-06-10,2023-01-29,0
58,Rufiji,5,2023-06-10,2023-02-02,0
27,Lindi Rural,28,2023-06-10,2023-02-02,0.675
26,Kilwa,37,2023-06-10,2023-02-01,0.585
55,Njombe,32,2023-06-10,2023-02-03,0.776
83,Uyui,38,2023-06-10,2023-02-02,0
29,Liwale,6,2023-06-10,2023-01-30,0
75,Singida Rural,35,2023-06-10,2023-02-02,0
40,Momba,9,2023-06-10,2023-02-03,0
2,Chamwino,18,2023-06-10,2023-02-02,0
82,Urambo,34,2023-06-10,2023-02-03,0
49,Nanyumbu,32,2023-06-10,2023-02-03,0
80,Sikonge,15,2023-06-10,2023-02-02,0
10,Kilolo,31,2023-06-10,2023-01-29,0
82,Urambo,20,2023-06-10,2023-02-03,0
67,Nyasa,30,2023-06-10,2023-02-03,0
33,Ileje,22,2023-06-10,2023-02-03,0.5
54,Makete,18,2023-06-10,2023-02-02,0.668
41,Rungwe,37,2023-06-10,2023-02-01,0.767
62,Nkasi,20,2023-06-10,2023-02-03,0
19,Kasulu,12,2023-06-10,2023-02-03,0
20,Kasulu Township Authority,22,2023-06-10,2023-02-03,0
7,Mpwapwa,30,2023-06-10,2023-02-03,0
22,Kigoma Rural,7,2023-06-10,2023-02-01,0
22,Kigoma Rural,15,2023-06-10,2023-02-02,0
56,Njombe Urban,9,2023-06-10,2023-02-03,0.68
65,Mbinga,10,2023-06-11,2023-02-04,0.566
62,Nkasi,32,2023-06-11,2023-02-04,0
44,Ulanga,39,2023-06-11,2023-02-04,0
70,Tunduru,11,2023-06-11,2023-01-30,0
53,Makambako Township Authority,6,2023-06-11,2023-01-31,0
53,Makambako Township Authority,14,2023-06-11,2023-02-04,0
67,Nyasa,20,2023-06-11,2023-02-04,0.071
69,Songea Urban,14,2023-06-11,2023-02-04,0.675
15,Mlele,24,2023-06-11,2023-02-04,0
70,Tunduru,2,2023-06-11,2023-02-04,0
80,Sikonge,9,2023-06-11,2023-02-04,0
80,Sikonge,6,2023-06-11,2023-01-31,0
15,Mlele,22,2023-06-11,2023-02-04,0
67,Nyasa,12,2023-06-11,2023-02-04,0
53,Makambako Township Authority,24,2023-06-11,2023-02-04,0
20,Kasulu Township Authority,27,2023-06-11,2023-02-02,0
39,Mbozi,4,2023-06-11,2023-02-04,0
56,Njombe Urban,26,2023-06-11,2023-01-31,0.747
57,Wanging'ombe,34,2023-06-11,2023-02-04,0
28,Lindi Urban,15,2023-06-11,2023-02-03,0.703
28,Lindi Urban,12,2023-06-11,2023-02-04,0.749
61,Lake Tanganyika,12,2023-06-11,2023-02-04,0
77,Igunga,9,2023-06-11,2023-02-04,0
44,Ulanga,27,2023-06-11,2023-02-02,0
39,Mbozi,30,2023-06-11,2023-02-04,0
75,Singida Rural,20,2023-06-11,2023-02-04,0
26,Kilwa,40,2023-06-11,2023-02-04,0.616
44,Ulanga,19,2023-06-11,2023-02-04,0
47,Mtwara Rural,36,2023-06-11,2023-01-31,0.534
63,Sumbawanga Rural,39,2023-06-11,2023-02-04,0
41,Rungwe,17,2023-06-11,2023-02-02,0.745
40,Momba,24,2023-06-11,2023-02-04,0
65,Mbinga,17,2023-06-11,2023-02-02,0.584
38,Mbeya Urban,35,2023-06-11,2023-02-03,0.844
56,Njombe Urban,16,2023-06-11,2023-01-31,0.624
24,Lake Tanganyika,35,2023-06-11,2023-02-03,0
51,Tandahimba,19,2023-06-11,2023-02-04,0.55
62,Nkasi,37,2023-06-11,2023-02-02,0
20,Kasulu Township Authority,33,2023-06-11,2023-02-03,0
10,Kilolo,16,2023-06-11,2023-01-31,0
42,Tunduma,20,2023-06-11,2023-02-04,0
57,Wanging'ombe,25,2023-06-11,2023-02-03,0
74,Mkalama,20,2023-06-11,2023-02-04,0
75,Singida Rural,27,2023-06-11,2023-02-02,0
47,Mtwara Rural,25,2023-06-11,2023-02-03,0.449
27,Lindi Rural,36,2023-06-11,2023-01-31,0.713
35,Lake Rukwa,16,2023-06-11,2023-01-31,0
62,Nkasi,27,2023-06-11,2023-02-02,0
62,Nkasi,24,2023-06-11,2023-02-04,0
58,Rufiji,31,2023-06-11,2023-01-30,0.212
52,Ludewa,22,2023-06-11,2023-02-04,0.422
50,Newala,6,2023-06-11,2023-01-31,0.298
24,Lake Tanganyika,29,2023-06-11,2023-02-04,0
33,Ileje,40,2023-06-11,2023-02-04,0.412
24,Lake Tanganyika,27,2023-06-11,2023-02-02,0
24,Lake Tanganyika,21,2023-06-11,2023-01-30,0
17,Mpanda Urban,22,2023-06-11,2023-02-04,0
46,Masasi Township Authority,10,2023-06-11,2023-02-04,0
1,Bahi,34,2023-06-11,2023-02-04,0
10,Kilolo,1,2023-06-11,2023-01-30,0
61,Lake Tanganyika,35,2023-06-11,2023-02-03,0
20,Kasulu Township Authority,14,2023-06-11,2023-02-04,0
39,Mbozi,25,2023-06-11,2023-02-03,0
30,Nachingwea,23,2023-06-11,2023-02-03,0.607
31,Ruangwa,27,2023-06-11,2023-02-02,0.718
58,Rufiji,17,2023-06-11,2023-02-02,0
61,Lake Tanganyika,30,2023-06-11,2023-02-04,0
47,Mtwara Rural,15,2023-06-11,2023-02-03,0.557
51,Tandahimba,29,2023-06-11,2023-02-04,0.475
23,Kigoma Urban,23,2023-06-11,2023-02-03,0
24,Lake Tanganyika,6,2023-06-11,2023-01-31,0
64,Sumbawanga Urban,6,2023-06-11,2023-01-31,0
8,Iringa Rural,33,2023-06-11,2023-02-03,0
74,Mkalama,27,2023-06-11,2023-02-02,0
76,Singida Urban,5,2023-06-11,2023-02-03,0
74,Mkalama,2,2023-06-11,2023-02-04,0
54,Makete,22,2023-06-11,2023-02-04,0.515
71,Ikungi,23,2023-06-11,2023-02-03,0
4,Dodoma Urban,13,2023-06-11,2023-02-03,0
66,Namtumbo,17,2023-06-11,2023-02-02,0
51,Tandahimba,37,2023-06-11,2023-02-02,0.462
74,Mkalama,6,2023-06-11,2023-01-31,0
49,Nanyumbu,21,2023-06-11,2023-01-30,0
74,Mkalama,10,2023-06-11,2023-02-04,0.206
64,Sumbawanga Urban,5,2023-06-11,2023-02-03,0
61,Lake Tanganyika,39,2023-06-11,2023-02-04,0
43,Kilombero,12,2023-06-11,2023-02-04,0
43,Kilombero,15,2023-06-11,2023-02-03,0
12,Mufindi,26,2023-06-11,2023-01-31,0.156
21,Kibondo,13,2023-06-11,2023-02-03,0
14,Lake Tanganyika,26,2023-06-11,2023-01-31,0
12,Mufindi,21,2023-06-11,2023-01-30,0
63,Sumbawanga Rural,14,2023-06-11,2023-02-04,0
2,Chamwino,14,2023-06-11,2023-02-04,0
20,Kasulu Township Authority,40,2023-06-11,2023-02-04,0
50,Newala,34,2023-06-11,2023-02-04,0.133
69,Songea Urban,34,2023-06-11,2023-02-04,0.562
20,Kasulu Township Authority,7,2023-06-11,2023-02-02,0
57,Wanging'ombe,29,2023-06-11,2023-02-04,0
50,Newala,40,2023-06-11,2023-02-04,0.267
69,Songea Urban,25,2023-06-11,2023-02-03,0.747
46,Masasi Township Authority,22,2023-06-11,2023-02-04,0
81,Tabora Urban,7,2023-06-11,2023-02-02,0
20,Kasulu Township Authority,34,2023-06-11,2023-02-04,0
46,Masasi Township Authority,5,2023-06-11,2023-02-03,0
16,Mpanda,39,2023-06-11,2023-02-04,0
46,Masasi Township Authority,12,2023-06-11,2023-02-04,0
59,Kalambo,15,2023-06-11,2023-02-03,0
50,Newala,32,2023-06-11,2023-02-04,0.446
44,Ulanga,20,2023-06-12,2023-02-05,0.627
54,Makete,1,2023-06-12,2023-01-31,0.209
35,Lake Rukwa,19,2023-06-12,2023-02-05,0
4,Dodoma Urban,9,2023-06-12,2023-02-05,0
76,Singida Urban,17,2023-06-12,2023-02-03,0
41,Rungwe,34,2023-06-12,2023-02-05,0.642
26,Kilwa,34,2023-06-12,2023-02-05,0.71
16,Mpanda,23,2023-06-12,2023-02-04,0
71,Ikungi,15,2023-06-12,2023-02-04,0.265
45,Masasi,21,2023-06-12,2023-01-31,0
81,Tabora Urban,3,2023-06-12,2023-02-04,0
63,Sumbawanga Rural,24,2023-06-12,2023-02-05,0
60,Lake Rukwa,26,2023-06-12,2023-02-01,0
44,Ulanga,22,2023-06-12,2023-02-05,0.088
23,Kigoma Urban,13,2023-06-12,2023-02-04,0
40,Momba,11,2023-06-12,2023-01-31,0
4,Dodoma Urban,38,2023-06-12,2023-02-03,0
9,Iringa Urban,27,2023-06-12,2023-02-03,0
20,Kasulu Township Authority,10,2023-06-12,2023-02-05,0
69,Songea Urban,16,2023-06-12,2023-02-01,0.708
82,Urambo,4,2023-06-12,2023-02-05,0
38,Mbeya Urban,14,2023-06-12,2023-02-05,0.835
72,Iramba,4,2023-06-12,2023-02-05,0.474
77,Igunga,18,2023-06-12,2023-02-03,0
45,Masasi,26,2023-06-12,2023-02-01,0
66,Namtumbo,18,2023-06-12,2023-02-03,0
59,Kalambo,16,2023-06-12,2023-02-01,0
30,Nachingwea,35,2023-06-12,2023-02-04,0.651
77,Igunga,36,2023-06-12,2023-02-01,0
1,Bahi,18,2023-06-12,2023-02-03,0
66,Namtumbo,23,2023-06-12,2023-02-04,0
80,Sikonge,38,2023-06-12,2023-02-03,0
59,Kalambo,24,2023-06-12,2023-02-05,0
66,Namtumbo,24,2023-06-12,2023-02-05,0.709
23,Kigoma Urban,32,2023-06-12,2023-02-05,0
66,Namtumbo,25,2023-06-12,2023-02-04,0.809
9,Iringa Urban,15,2023-06-12,2023-02-04,0
82,Urambo,2,2023-06-12,2023-02-05,0
5,Kondoa,5,2023-06-12,2023-02-04,0
15,Mlele,14,2023-06-12,2023-02-05,0
77,Igunga,23,2023-06-12,2023-02-04,0
41,Rungwe,29,2023-06-12,2023-02-05,0.423
36,Mbarali,13,2023-06-12,2023-02-04,0
83,Uyui,11,2023-06-12,2023-01-31,0
75,Singida Rural,26,2023-06-12,2023-02-01,0
38,Mbeya Urban,39,2023-06-12,2023-02-05,0.829
7,Mpwapwa,3,2023-06-12,2023-02-04,0
35,Lake Rukwa,7,2023-06-12,2023-02-03,0
77,Igunga,22,2023-06-12,2023-02-05,0
65,Mbinga,5,2023-06-12,2023-02-04,0.632
32,Chunya,34,2023-06-12,2023-02-05,0
59,Kalambo,26,2023-06-12,2023-02-01,0
7,Mpwapwa,6,2023-06-12,2023-02-01,0
42,Tunduma,30,2023-06-12,2023-02-05,0
42,Tunduma,17,2023-06-12,2023-02-03,0
78,Kaliua,6,2023-06-12,2023-02-01,0
69,Songea Urban,3,2023-06-12,2023-02-04,0.764
80,Sikonge,29,2023-06-12,2023-02-05,0
2,Chamwino,32,2023-06-12,2023-02-05,0
6,Kongwa,7,2023-06-12,2023-02-03,0
51,Tandahimba,23,2023-06-12,2023-02-04,0.363
28,Lindi Urban,20,2023-06-12,2023-02-05,0.674
73,Manyoni,37,2023-06-12,2023-02-03,0
44,Ulanga,35,2023-06-12,2023-02-04,0
40,Momba,34,2023-06-12,2023-02-05,0
35,Lake Rukwa,38,2023-06-12,2023-02-03,0
19,Kasulu,2,2023-06-12,2023-02-05,0
61,Lake Tanganyika,24,2023-06-12,2023-02-05,0
83,Uyui,33,2023-06-12,2023-02-04,0
76,Singida Urban,35,2023-06-12,2023-02-04,0
65,Mbinga,13,2023-06-12,2023-02-04,0.779
50,Newala,2,2023-06-12,2023-02-05,0.347
9,Iringa Urban,28,2023-06-12,2023-02-03,0
82,Urambo,38,2023-06-12,2023-02-03,0
22,Kigoma Rural,12,2023-06-12,2023-02-05,0
10,Kilolo,5,2023-06-12,2023-02-04,0.314
60,Lake Rukwa,39,2023-06-12,2023-02-05,0
3,Chemba,29,2023-06-12,2023-02-05,0
57,Wanging'ombe,26,2023-06-12,2023-02-01,0
72,Iramba,33,2023-06-12,2023-02-04,0
41,Rungwe,3,2023-06-12,2023-02-04,0.458
43,Kilombero,38,2023-06-12,2023-02-03,0
23,Kigoma Urban,37,2023-06-12,2023-02-03,0
82,Urambo,10,2023-06-12,2023-02-05,0
73,Manyoni,25,2023-06-12,2023-02-04,0
19,Kasulu,35,2023-06-12,2023-02-04,0
1,Bahi,16,2023-06-12,2023-02-01,0
28,Lindi Urban,11,2023-06-12,2023-01-31,0.592
81,Tabora Urban,30,2023-06-12,2023-02-05,0
11,Mafinga Township Authority,24,2023-06-12,2023-02-05,0.788
69,Songea Urban,24,2023-06-12,2023-02-05,0.761
72,Iramba,23,2023-06-12,2023-02-04,0.361
53,Makambako Township Authority,4,2023-06-12,2023-02-05,0
2,Chamwino,15,2023-06-12,2023-02-04,0
72,Iramba,21,2023-06-12,2023-01-31,0
59,Kalambo,40,2023-06-12,2023-02-05,0
75,Singida Rural,38,2023-06-12,2023-02-03,0
57,Wanging'ombe,36,2023-06-12,2023-02-01,0
68,Songea Rural,40,2023-06-12,2023-02-05,0.36
59,Kalambo,6,2023-06-12,2023-02-01,0
5,Kondoa,39,2023-06-12,2023-02-05,0
11,Mafinga Township Authority,36,2023-06-12,2023-02-01,0.781
48,Mtwara Urban,16,2023-06-12,2023-02-01,0
34,Kyela,26,2023-06-12,2023-02-01,0
61,Lake Tanganyika,18,2023-06-12,2023-02-03,0
63,Sumbawanga Rural,5,2023-06-12,2023-02-04,0
58,Rufiji,11,2023-06-12,2023-01-31,0
61,Lake Tanganyika,34,2023-06-12,2023-02-05,0
16,Mpanda,5,2023-06-12,2023-02-04,0
17,Mpanda Urban,11,2023-06-12,2023-01-31,0
23,Kigoma Urban,11,2023-06-13,2023-02-01,0
23,Kigoma Urban,24,2023-06-13,2023-02-06,0
22,Kigoma Rural,2,2023-06-13,2023-02-06,0
21,Kibondo,23,2023-06-13,2023-02-05,0
21,Kibondo,2,2023-06-13,2023-02-06,0
20,Kasulu Township Authority,13,2023-06-13,2023-02-05,0
24,Lake Tanganyika,9,2023-06-13,2023-02-06,0
19,Kasulu,22,2023-06-13,2023-02-06,0
25,Uvinza,12,2023-06-13,2023-02-06,0
66,Namtumbo,33,2023-06-13,2023-02-05,0.133
61,Lake Tanganyika,13,2023-06-13,2023-02-05,0
61,Lake Tanganyika,24,2023-06-13,2023-02-06,0
61,Lake Tanganyika,31,2023-06-13,2023-02-01,0
66,Namtumbo,28,2023-06-13,2023-02-04,0.652
66,Namtumbo,11,2023-06-13,2023-02-01,0.537
62,Nkasi,5,2023-06-13,2023-02-05,0
62,Nkasi,23,2023-06-13,2023-02-05,0
62,Nkasi,2,2023-06-13,2023-02-06,0
62,Nkasi,5,2023-06-13,2023-02-05,0
65,Mbinga,4,2023-06-13,2023-02-06,0.625
63,Sumbawanga Rural,8,2023-06-13,2023-02-04,0
63,Sumbawanga Rural,22,2023-06-13,2023-02-06,0
63,Sumbawanga Rural,38,2023-06-13,2023-02-04,0
