gid,cname,ensemble,harvest,planting,wsgd
42,Tunduma,32,2022-06-05,2022-01-29,0
39,Mbozi,31,2022-06-05,2022-01-09,0
39,Mbozi,30,2022-06-05,2022-01-22,0
39,Mbozi,28,2022-06-05,2022-02-01,0
39,Mbozi,27,2022-06-05,2022-01-09,0
42,Tunduma,31,2022-06-05,2022-01-25,0
39,Mbozi,26,2022-06-05,2022-02-01,0
39,Mbozi,25,2022-06-05,2022-02-01,0
39,Mbozi,24,2022-06-05,2022-02-02,0
39,Mbozi,23,2022-06-05,2022-02-01,0
39,Mbozi,22,2022-06-05,2022-01-13,0
39,Mbozi,21,2022-06-05,2022-01-12,0
39,Mbozi,20,2022-06-05,2022-01-11,0
42,Tunduma,30,2022-06-05,2022-01-10,0
39,Mbozi,19,2022-06-05,2022-01-11,0
39,Mbozi,18,2022-06-05,2022-01-24,0
39,Mbozi,17,2022-06-05,2022-01-14,0
39,Mbozi,16,2022-06-05,2022-01-13,0
39,Mbozi,15,2022-06-05,2022-01-16,0
39,Mbozi,14,2022-06-05,2022-02-03,0
39,Mbozi,13,2022-06-05,2022-01-20,0
42,Tunduma,29,2022-06-05,2022-01-09,0
39,Mbozi,12,2022-06-05,2022-01-29,0
39,Mbozi,10,2022-06-05,2022-01-28,0
39,Mbozi,9,2022-06-05,2022-01-31,0
39,Mbozi,8,2022-06-05,2022-01-25,0
39,Mbozi,7,2022-06-05,2022-01-23,0
39,Mbozi,6,2022-06-05,2022-02-03,0
42,Tunduma,28,2022-06-05,2022-01-11,0
39,Mbozi,5,2022-06-05,2022-01-15,0
39,Mbozi,4,2022-06-05,2022-01-11,0
39,Mbozi,3,2022-06-05,2022-01-23,0
39,Mbozi,1,2022-06-05,2022-01-25,0
36,Mbarali,1,2022-06-05,2022-01-30,0
36,Mbarali,2,2022-06-05,2022-01-19,0
36,Mbarali,3,2022-06-05,2022-01-16,0
36,Mbarali,4,2022-06-05,2022-02-02,0
36,Mbarali,5,2022-06-05,2022-02-03,0
36,Mbarali,6,2022-06-05,2022-01-15,0
36,Mbarali,7,2022-06-05,2022-01-10,0
36,Mbarali,8,2022-06-05,2022-01-30,0
36,Mbarali,9,2022-06-05,2022-02-03,0
36,Mbarali,10,2022-06-05,2022-02-03,0
36,Mbarali,11,2022-06-05,2022-01-09,0
36,Mbarali,14,2022-06-05,2022-01-26,0
36,Mbarali,15,2022-06-05,2022-01-23,0
36,Mbarali,16,2022-06-05,2022-02-03,0
36,Mbarali,17,2022-06-05,2022-02-02,0
36,Mbarali,18,2022-06-05,2022-02-01,0
36,Mbarali,19,2022-06-05,2022-01-13,0
36,Mbarali,20,2022-06-05,2022-01-20,0
36,Mbarali,21,2022-06-05,2022-01-14,0
36,Mbarali,23,2022-06-05,2022-02-01,0
36,Mbarali,24,2022-06-05,2022-01-09,0
36,Mbarali,25,2022-06-05,2022-01-09,0
36,Mbarali,27,2022-06-05,2022-02-01,0
36,Mbarali,28,2022-06-05,2022-02-01,0
36,Mbarali,29,2022-06-05,2022-01-18,0
36,Mbarali,30,2022-06-05,2022-01-14,0
36,Mbarali,31,2022-06-05,2022-01-15,0
36,Mbarali,32,2022-06-05,2022-02-02,0
36,Mbarali,33,2022-06-05,2022-02-03,0
36,Mbarali,34,2022-06-05,2022-01-11,0
36,Mbarali,35,2022-06-05,2022-01-24,0
36,Mbarali,36,2022-06-05,2022-01-18,0
36,Mbarali,37,2022-06-05,2022-01-18,0
12,Mufindi,26,2022-06-05,2022-01-14,0
36,Mbarali,40,2022-06-05,2022-01-21,0
69,Songea Urban,37,2022-06-05,2022-01-29,0.734
69,Songea Urban,36,2022-06-05,2022-01-13,0.689
69,Songea Urban,34,2022-06-05,2022-01-22,0.754
69,Songea Urban,32,2022-06-05,2022-01-11,0.607
69,Songea Urban,31,2022-06-05,2022-01-25,0.767
69,Songea Urban,30,2022-06-05,2022-01-28,0.729
69,Songea Urban,29,2022-06-05,2022-01-21,0.769
69,Songea Urban,28,2022-06-05,2022-01-21,0.717
69,Songea Urban,27,2022-06-05,2022-01-19,0.736
69,Songea Urban,26,2022-06-05,2022-01-25,0.801
69,Songea Urban,25,2022-06-05,2022-01-29,0.775
69,Songea Urban,24,2022-06-05,2022-01-12,0.703
9,Iringa Urban,39,2022-06-05,2022-01-22,0.815
9,Iringa Urban,38,2022-06-05,2022-01-16,0.8
9,Iringa Urban,36,2022-06-05,2022-01-31,0.686
9,Iringa Urban,34,2022-06-05,2022-01-28,0.218
9,Iringa Urban,33,2022-06-05,2022-01-10,0
9,Iringa Urban,32,2022-06-05,2022-01-15,0
9,Iringa Urban,31,2022-06-05,2022-01-18,0
9,Iringa Urban,30,2022-06-05,2022-01-09,0
9,Iringa Urban,29,2022-06-05,2022-01-28,0.003
9,Iringa Urban,28,2022-06-05,2022-01-30,0.154
9,Iringa Urban,27,2022-06-05,2022-01-20,0.699
9,Iringa Urban,26,2022-06-05,2022-01-17,0.073
9,Iringa Urban,25,2022-06-05,2022-01-30,0.677
9,Iringa Urban,24,2022-06-05,2022-01-09,0
9,Iringa Urban,23,2022-06-05,2022-02-01,0.441
9,Iringa Urban,22,2022-06-05,2022-01-16,0
9,Iringa Urban,21,2022-06-05,2022-01-11,0
9,Iringa Urban,20,2022-06-05,2022-01-31,0.823
42,Tunduma,27,2022-06-05,2022-01-26,0
42,Tunduma,26,2022-06-05,2022-01-26,0
42,Tunduma,25,2022-06-05,2022-01-10,0
42,Tunduma,24,2022-06-05,2022-02-01,0
42,Tunduma,23,2022-06-05,2022-01-16,0
42,Tunduma,22,2022-06-05,2022-01-13,0
42,Tunduma,21,2022-06-05,2022-01-27,0
42,Tunduma,20,2022-06-05,2022-01-30,0
42,Tunduma,19,2022-06-05,2022-01-27,0
42,Tunduma,18,2022-06-05,2022-01-30,0
42,Tunduma,17,2022-06-05,2022-02-01,0
42,Tunduma,16,2022-06-05,2022-01-30,0
42,Tunduma,15,2022-06-05,2022-01-21,0
42,Tunduma,14,2022-06-05,2022-01-20,0
42,Tunduma,12,2022-06-05,2022-01-26,0
42,Tunduma,11,2022-06-05,2022-01-24,0
42,Tunduma,10,2022-06-05,2022-01-27,0
42,Tunduma,8,2022-06-05,2022-01-26,0
42,Tunduma,7,2022-06-05,2022-02-02,0
42,Tunduma,4,2022-06-05,2022-01-14,0
42,Tunduma,3,2022-06-05,2022-01-27,0
37,Mbeya Rural,1,2022-06-05,2022-01-21,0.604
37,Mbeya Rural,2,2022-06-05,2022-01-23,0.522
37,Mbeya Rural,3,2022-06-05,2022-01-19,0
37,Mbeya Rural,5,2022-06-05,2022-02-01,0.66
37,Mbeya Rural,6,2022-06-05,2022-01-28,0.455
37,Mbeya Rural,8,2022-06-05,2022-01-14,0.019
37,Mbeya Rural,9,2022-06-05,2022-01-15,0
37,Mbeya Rural,10,2022-06-05,2022-01-14,0.24
37,Mbeya Rural,11,2022-06-05,2022-01-19,0.497
37,Mbeya Rural,12,2022-06-05,2022-02-03,0.644
37,Mbeya Rural,13,2022-06-05,2022-01-14,0.587
37,Mbeya Rural,14,2022-06-05,2022-01-20,0.593
37,Mbeya Rural,16,2022-06-05,2022-02-01,0.517
37,Mbeya Rural,17,2022-06-05,2022-01-29,0.263
37,Mbeya Rural,18,2022-06-05,2022-01-15,0.484
37,Mbeya Rural,19,2022-06-05,2022-01-29,0.636
37,Mbeya Rural,20,2022-06-05,2022-01-17,0.518
37,Mbeya Rural,21,2022-06-05,2022-01-19,0.558
37,Mbeya Rural,23,2022-06-05,2022-01-11,0.601
37,Mbeya Rural,25,2022-06-05,2022-01-13,0.582
37,Mbeya Rural,26,2022-06-05,2022-01-17,0.322
37,Mbeya Rural,27,2022-06-05,2022-01-29,0.656
37,Mbeya Rural,29,2022-06-05,2022-01-25,0.5
37,Mbeya Rural,31,2022-06-05,2022-01-16,0.426
37,Mbeya Rural,32,2022-06-05,2022-01-18,0.654
37,Mbeya Rural,34,2022-06-05,2022-01-17,0
37,Mbeya Rural,35,2022-06-05,2022-01-22,0.438
37,Mbeya Rural,37,2022-06-05,2022-01-20,0.303
37,Mbeya Rural,39,2022-06-05,2022-01-15,0
37,Mbeya Rural,40,2022-06-05,2022-01-24,0.456
9,Iringa Urban,18,2022-06-05,2022-01-17,0.113
9,Iringa Urban,16,2022-06-05,2022-01-25,0
9,Iringa Urban,15,2022-06-05,2022-01-23,0.072
9,Iringa Urban,14,2022-06-05,2022-01-11,0
9,Iringa Urban,13,2022-06-05,2022-01-17,0
9,Iringa Urban,12,2022-06-05,2022-01-14,0.002
9,Iringa Urban,11,2022-06-05,2022-01-11,0
9,Iringa Urban,10,2022-06-05,2022-01-09,0
9,Iringa Urban,9,2022-06-05,2022-01-20,0
9,Iringa Urban,8,2022-06-05,2022-01-13,0
9,Iringa Urban,7,2022-06-05,2022-01-18,0.119
9,Iringa Urban,6,2022-06-05,2022-01-21,0
9,Iringa Urban,5,2022-06-05,2022-01-15,0.301
9,Iringa Urban,4,2022-06-05,2022-02-01,0
9,Iringa Urban,3,2022-06-05,2022-01-12,0
9,Iringa Urban,2,2022-06-05,2022-01-27,0.286
9,Iringa Urban,1,2022-06-05,2022-01-22,0.706
69,Songea Urban,1,2022-06-05,2022-01-27,0.772
42,Tunduma,2,2022-06-05,2022-01-28,0
66,Namtumbo,22,2022-06-05,2022-01-29,0
50,Newala,1,2022-06-05,2022-01-24,0
50,Newala,2,2022-06-05,2022-01-15,0
50,Newala,3,2022-06-05,2022-01-14,0.097
50,Newala,4,2022-06-05,2022-01-29,0
50,Newala,5,2022-06-05,2022-01-30,0
50,Newala,6,2022-06-05,2022-01-12,0
50,Newala,7,2022-06-05,2022-01-21,0.04
50,Newala,8,2022-06-05,2022-01-20,0.249
50,Newala,9,2022-06-05,2022-01-31,0.699
50,Newala,10,2022-06-05,2022-01-21,0.376
50,Newala,13,2022-06-05,2022-02-03,0.627
50,Newala,14,2022-06-05,2022-01-11,0
50,Newala,15,2022-06-05,2022-01-13,0
50,Newala,16,2022-06-05,2022-01-27,0.247
50,Newala,17,2022-06-05,2022-01-30,0
50,Newala,18,2022-06-05,2022-01-17,0
50,Newala,19,2022-06-05,2022-01-22,0
50,Newala,20,2022-06-05,2022-01-28,0
50,Newala,21,2022-06-05,2022-01-10,0
50,Newala,22,2022-06-05,2022-01-27,0
50,Newala,23,2022-06-05,2022-01-22,0
50,Newala,24,2022-06-05,2022-01-09,0
50,Newala,25,2022-06-05,2022-01-31,0
50,Newala,26,2022-06-05,2022-01-16,0.125
50,Newala,27,2022-06-05,2022-01-25,0
50,Newala,28,2022-06-05,2022-01-13,0
50,Newala,29,2022-06-05,2022-01-15,0
50,Newala,30,2022-06-05,2022-01-21,0.718
50,Newala,32,2022-06-05,2022-01-28,0
50,Newala,34,2022-06-05,2022-01-23,0.33
50,Newala,35,2022-06-05,2022-01-19,0
50,Newala,36,2022-06-05,2022-02-02,0
50,Newala,37,2022-06-05,2022-01-21,0.129
50,Newala,38,2022-06-05,2022-02-02,0
38,Mbeya Urban,40,2022-06-05,2022-01-09,0.904
38,Mbeya Urban,39,2022-06-05,2022-01-13,0.819
38,Mbeya Urban,38,2022-06-05,2022-01-20,0.818
50,Newala,39,2022-06-05,2022-01-23,0.485
50,Newala,40,2022-06-05,2022-01-30,0
38,Mbeya Urban,37,2022-06-05,2022-01-30,0.849
69,Songea Urban,23,2022-06-05,2022-01-27,0.767
69,Songea Urban,22,2022-06-05,2022-01-13,0.563
38,Mbeya Urban,36,2022-06-05,2022-01-29,0.845
38,Mbeya Urban,35,2022-06-05,2022-01-23,0.823
38,Mbeya Urban,34,2022-06-05,2022-01-22,0.821
38,Mbeya Urban,33,2022-06-05,2022-02-03,0.851
38,Mbeya Urban,32,2022-06-05,2022-01-28,0.828
38,Mbeya Urban,31,2022-06-05,2022-01-21,0.846
69,Songea Urban,21,2022-06-05,2022-01-29,0.775
69,Songea Urban,20,2022-06-05,2022-01-30,0.787
38,Mbeya Urban,30,2022-06-05,2022-01-28,0.849
38,Mbeya Urban,29,2022-06-05,2022-01-25,0.825
38,Mbeya Urban,28,2022-06-05,2022-01-20,0.84
38,Mbeya Urban,27,2022-06-05,2022-01-13,0.814
69,Songea Urban,19,2022-06-05,2022-01-16,0.705
69,Songea Urban,18,2022-06-05,2022-02-03,0.737
69,Songea Urban,17,2022-06-05,2022-01-19,0.621
69,Songea Urban,16,2022-06-05,2022-01-15,0.719
69,Songea Urban,15,2022-06-05,2022-02-03,0.773
69,Songea Urban,14,2022-06-05,2022-01-26,0.768
69,Songea Urban,13,2022-06-05,2022-01-29,0.794
8,Iringa Rural,40,2022-06-05,2022-01-11,0
8,Iringa Rural,39,2022-06-05,2022-01-14,0
8,Iringa Rural,38,2022-06-05,2022-01-31,0
8,Iringa Rural,37,2022-06-05,2022-01-29,0
8,Iringa Rural,36,2022-06-05,2022-01-09,0
8,Iringa Rural,35,2022-06-05,2022-01-26,0
8,Iringa Rural,34,2022-06-05,2022-02-01,0
8,Iringa Rural,33,2022-06-05,2022-01-13,0
8,Iringa Rural,32,2022-06-05,2022-01-29,0
8,Iringa Rural,31,2022-06-05,2022-01-25,0
8,Iringa Rural,30,2022-06-05,2022-01-22,0
8,Iringa Rural,28,2022-06-05,2022-02-03,0
8,Iringa Rural,27,2022-06-05,2022-01-15,0
8,Iringa Rural,26,2022-06-05,2022-01-31,0
8,Iringa Rural,25,2022-06-05,2022-01-21,0
8,Iringa Rural,24,2022-06-05,2022-01-25,0
8,Iringa Rural,23,2022-06-05,2022-01-30,0
8,Iringa Rural,22,2022-06-05,2022-01-25,0
8,Iringa Rural,21,2022-06-05,2022-01-22,0
8,Iringa Rural,20,2022-06-05,2022-01-27,0
8,Iringa Rural,19,2022-06-05,2022-01-10,0
8,Iringa Rural,17,2022-06-05,2022-01-28,0
8,Iringa Rural,16,2022-06-05,2022-01-17,0
8,Iringa Rural,15,2022-06-05,2022-01-22,0
8,Iringa Rural,14,2022-06-05,2022-01-21,0
8,Iringa Rural,13,2022-06-05,2022-01-28,0
8,Iringa Rural,12,2022-06-05,2022-01-28,0
8,Iringa Rural,11,2022-06-05,2022-01-23,0
38,Mbeya Urban,24,2022-06-05,2022-01-17,0.833
38,Mbeya Urban,23,2022-06-05,2022-01-12,0.81
38,Mbeya Urban,21,2022-06-05,2022-01-19,0.817
38,Mbeya Urban,20,2022-06-05,2022-01-29,0.827
38,Mbeya Urban,18,2022-06-05,2022-02-02,0.853
38,Mbeya Urban,15,2022-06-05,2022-01-18,0.816
38,Mbeya Urban,14,2022-06-05,2022-01-12,0.81
38,Mbeya Urban,13,2022-06-05,2022-01-17,0.819
38,Mbeya Urban,12,2022-06-05,2022-01-20,0.819
38,Mbeya Urban,11,2022-06-05,2022-01-19,0.833
38,Mbeya Urban,6,2022-06-05,2022-01-09,0.904
38,Mbeya Urban,5,2022-06-05,2022-01-20,0.819
38,Mbeya Urban,4,2022-06-05,2022-01-10,0.866
38,Mbeya Urban,3,2022-06-05,2022-02-01,0.839
38,Mbeya Urban,2,2022-06-05,2022-01-23,0.822
38,Mbeya Urban,1,2022-06-05,2022-01-18,0.816
8,Iringa Rural,10,2022-06-05,2022-01-19,0
8,Iringa Rural,9,2022-06-05,2022-01-21,0
8,Iringa Rural,8,2022-06-05,2022-01-14,0
8,Iringa Rural,7,2022-06-05,2022-01-29,0
8,Iringa Rural,6,2022-06-05,2022-01-19,0
8,Iringa Rural,5,2022-06-05,2022-01-24,0
8,Iringa Rural,1,2022-06-05,2022-01-12,0
69,Songea Urban,10,2022-06-05,2022-01-22,0.753
69,Songea Urban,9,2022-06-05,2022-01-20,0.63
69,Songea Urban,8,2022-06-05,2022-01-25,0.79
69,Songea Urban,7,2022-06-05,2022-01-18,0.74
69,Songea Urban,5,2022-06-05,2022-01-17,0.683
69,Songea Urban,4,2022-06-05,2022-02-01,0.765
66,Namtumbo,21,2022-06-05,2022-01-31,0
66,Namtumbo,20,2022-06-05,2022-01-15,0
66,Namtumbo,19,2022-06-05,2022-01-10,0
66,Namtumbo,17,2022-06-05,2022-01-25,0
66,Namtumbo,16,2022-06-05,2022-01-19,0
66,Namtumbo,15,2022-06-05,2022-01-25,0.603
66,Namtumbo,14,2022-06-05,2022-01-19,0
66,Namtumbo,13,2022-06-05,2022-01-19,0
66,Namtumbo,12,2022-06-05,2022-01-30,0
66,Namtumbo,10,2022-06-05,2022-01-10,0
66,Namtumbo,9,2022-06-05,2022-02-02,0
66,Namtumbo,8,2022-06-05,2022-01-15,0
66,Namtumbo,7,2022-06-05,2022-01-20,0
66,Namtumbo,6,2022-06-05,2022-02-03,0
66,Namtumbo,5,2022-06-05,2022-01-09,0
66,Namtumbo,4,2022-06-05,2022-01-20,0
66,Namtumbo,3,2022-06-05,2022-01-26,0
66,Namtumbo,1,2022-06-05,2022-01-24,0
65,Mbinga,40,2022-06-05,2022-01-11,0
65,Mbinga,38,2022-06-05,2022-01-18,0
65,Mbinga,37,2022-06-05,2022-01-13,0
65,Mbinga,36,2022-06-05,2022-01-24,0
65,Mbinga,35,2022-06-05,2022-01-31,0
65,Mbinga,34,2022-06-05,2022-01-15,0
65,Mbinga,33,2022-06-05,2022-01-24,0
65,Mbinga,32,2022-06-05,2022-01-13,0
65,Mbinga,31,2022-06-05,2022-01-18,0
65,Mbinga,30,2022-06-05,2022-01-12,0
65,Mbinga,28,2022-06-05,2022-01-25,0
51,Tandahimba,1,2022-06-05,2022-01-25,0.727
51,Tandahimba,2,2022-06-05,2022-01-11,0
51,Tandahimba,3,2022-06-05,2022-02-03,0.538
51,Tandahimba,4,2022-06-05,2022-01-10,0
51,Tandahimba,5,2022-06-05,2022-01-21,0.697
51,Tandahimba,8,2022-06-05,2022-01-20,0.499
51,Tandahimba,9,2022-06-05,2022-02-01,0.742
51,Tandahimba,10,2022-06-05,2022-01-22,0
51,Tandahimba,11,2022-06-05,2022-01-17,0.606
51,Tandahimba,12,2022-06-05,2022-01-17,0.734
51,Tandahimba,13,2022-06-05,2022-01-27,0.218
51,Tandahimba,15,2022-06-05,2022-01-28,0.116
51,Tandahimba,16,2022-06-05,2022-01-12,0
51,Tandahimba,17,2022-06-05,2022-01-18,0.144
51,Tandahimba,18,2022-06-05,2022-01-15,0.07
51,Tandahimba,19,2022-06-05,2022-01-16,0.602
51,Tandahimba,20,2022-06-05,2022-01-19,0.504
51,Tandahimba,21,2022-06-05,2022-01-28,0.5
51,Tandahimba,22,2022-06-05,2022-01-14,0.557
51,Tandahimba,23,2022-06-05,2022-01-27,0.182
51,Tandahimba,24,2022-06-05,2022-01-26,0.489
51,Tandahimba,25,2022-06-05,2022-02-02,0.608
51,Tandahimba,26,2022-06-05,2022-01-31,0.629
51,Tandahimba,27,2022-06-05,2022-01-22,0
51,Tandahimba,28,2022-06-05,2022-01-09,0
51,Tandahimba,29,2022-06-05,2022-01-10,0
51,Tandahimba,30,2022-06-05,2022-01-27,0.754
51,Tandahimba,31,2022-06-05,2022-01-25,0.618
51,Tandahimba,32,2022-06-05,2022-01-26,0.747
51,Tandahimba,34,2022-06-05,2022-01-23,0.637
51,Tandahimba,35,2022-06-05,2022-01-23,0.315
51,Tandahimba,36,2022-06-05,2022-01-27,0.709
51,Tandahimba,38,2022-06-05,2022-01-09,0
51,Tandahimba,40,2022-06-05,2022-01-26,0.68
70,Tunduru,40,2022-06-05,2022-01-17,0.479
45,Masasi,1,2022-06-05,2022-01-09,0
45,Masasi,2,2022-06-05,2022-01-15,0.307
45,Masasi,3,2022-06-05,2022-01-23,0.067
45,Masasi,4,2022-06-05,2022-01-31,0.62
45,Masasi,5,2022-06-05,2022-01-15,0.369
45,Masasi,6,2022-06-05,2022-01-16,0.082
45,Masasi,7,2022-06-05,2022-01-09,0
45,Masasi,9,2022-06-05,2022-01-21,0
45,Masasi,10,2022-06-05,2022-01-25,0
45,Masasi,11,2022-06-05,2022-02-03,0.629
45,Masasi,12,2022-06-05,2022-01-12,0
45,Masasi,13,2022-06-05,2022-01-18,0.304
45,Masasi,14,2022-06-05,2022-01-30,0.556
45,Masasi,15,2022-06-05,2022-01-09,0
45,Masasi,16,2022-06-05,2022-01-09,0
45,Masasi,17,2022-06-05,2022-01-19,0.514
45,Masasi,18,2022-06-05,2022-01-25,0.563
45,Masasi,19,2022-06-05,2022-01-27,0.601
45,Masasi,22,2022-06-05,2022-02-02,0.525
45,Masasi,23,2022-06-05,2022-01-30,0.765
45,Masasi,24,2022-06-05,2022-01-26,0.376
45,Masasi,25,2022-06-05,2022-01-15,0
45,Masasi,28,2022-06-05,2022-01-30,0.496
45,Masasi,29,2022-06-05,2022-01-15,0
65,Mbinga,27,2022-06-05,2022-01-27,0
65,Mbinga,26,2022-06-05,2022-01-26,0
65,Mbinga,25,2022-06-05,2022-01-31,0
65,Mbinga,23,2022-06-05,2022-01-09,0
65,Mbinga,21,2022-06-05,2022-01-17,0
65,Mbinga,20,2022-06-05,2022-01-25,0
65,Mbinga,19,2022-06-05,2022-01-15,0
65,Mbinga,18,2022-06-05,2022-01-16,0
65,Mbinga,17,2022-06-05,2022-01-19,0
65,Mbinga,16,2022-06-05,2022-01-29,0
65,Mbinga,15,2022-06-05,2022-01-21,0
65,Mbinga,14,2022-06-05,2022-01-20,0.249
65,Mbinga,11,2022-06-05,2022-01-17,0
65,Mbinga,10,2022-06-05,2022-02-02,0
65,Mbinga,9,2022-06-05,2022-01-12,0
65,Mbinga,8,2022-06-05,2022-01-23,0
65,Mbinga,7,2022-06-05,2022-01-30,0
65,Mbinga,5,2022-06-05,2022-01-17,0
65,Mbinga,4,2022-06-05,2022-01-24,0
65,Mbinga,3,2022-06-05,2022-01-13,0
65,Mbinga,2,2022-06-05,2022-01-15,0
65,Mbinga,1,2022-06-05,2022-01-27,0
68,Songea Rural,1,2022-06-05,2022-01-13,0
68,Songea Rural,2,2022-06-05,2022-02-02,0
68,Songea Rural,3,2022-06-05,2022-01-27,0
68,Songea Rural,4,2022-06-05,2022-01-15,0
68,Songea Rural,5,2022-06-05,2022-01-27,0
68,Songea Rural,6,2022-06-05,2022-01-23,0
68,Songea Rural,7,2022-06-05,2022-01-11,0
68,Songea Rural,8,2022-06-05,2022-01-10,0
68,Songea Rural,9,2022-06-05,2022-02-01,0
68,Songea Rural,10,2022-06-05,2022-01-24,0
68,Songea Rural,11,2022-06-05,2022-01-15,0
68,Songea Rural,12,2022-06-05,2022-01-20,0
68,Songea Rural,13,2022-06-05,2022-01-29,0.232
52,Ludewa,1,2022-06-05,2022-01-18,0.255
52,Ludewa,2,2022-06-05,2022-01-17,0.726
52,Ludewa,3,2022-06-05,2022-01-24,0.718
52,Ludewa,4,2022-06-05,2022-01-27,0.464
52,Ludewa,5,2022-06-05,2022-02-02,0.452
52,Ludewa,6,2022-06-05,2022-01-21,0
52,Ludewa,7,2022-06-05,2022-02-02,0.673
52,Ludewa,8,2022-06-05,2022-01-27,0
52,Ludewa,9,2022-06-05,2022-01-27,0
52,Ludewa,10,2022-06-05,2022-01-14,0.079
52,Ludewa,11,2022-06-05,2022-01-16,0.589
52,Ludewa,12,2022-06-05,2022-02-02,0
52,Ludewa,13,2022-06-05,2022-01-09,0
52,Ludewa,14,2022-06-05,2022-01-10,0
52,Ludewa,15,2022-06-05,2022-01-23,0.416
52,Ludewa,16,2022-06-05,2022-02-01,0
52,Ludewa,17,2022-06-05,2022-02-03,0.58
52,Ludewa,18,2022-06-05,2022-01-22,0.316
52,Ludewa,19,2022-06-05,2022-01-18,0
52,Ludewa,20,2022-06-05,2022-01-31,0.69
52,Ludewa,22,2022-06-05,2022-01-14,0
52,Ludewa,23,2022-06-05,2022-01-15,0.242
52,Ludewa,25,2022-06-05,2022-01-19,0.595
52,Ludewa,26,2022-06-05,2022-01-14,0.449
52,Ludewa,27,2022-06-05,2022-02-03,0.651
52,Ludewa,28,2022-06-05,2022-01-11,0
52,Ludewa,29,2022-06-05,2022-01-27,0.741
52,Ludewa,30,2022-06-05,2022-01-09,0
52,Ludewa,32,2022-06-05,2022-01-25,0.392
52,Ludewa,33,2022-06-05,2022-01-27,0
52,Ludewa,34,2022-06-05,2022-02-01,0
52,Ludewa,36,2022-06-05,2022-01-31,0.098
52,Ludewa,37,2022-06-05,2022-02-01,0
52,Ludewa,38,2022-06-05,2022-01-21,0.341
52,Ludewa,39,2022-06-05,2022-01-09,0
52,Ludewa,40,2022-06-05,2022-01-17,0.221
45,Masasi,30,2022-06-05,2022-01-24,0
45,Masasi,31,2022-06-05,2022-01-18,0
45,Masasi,32,2022-06-05,2022-01-19,0.051
45,Masasi,33,2022-06-05,2022-01-30,0.028
45,Masasi,34,2022-06-05,2022-01-11,0
45,Masasi,36,2022-06-05,2022-01-30,0.622
45,Masasi,37,2022-06-05,2022-01-25,0.334
45,Masasi,38,2022-06-05,2022-01-24,0
45,Masasi,39,2022-06-05,2022-01-17,0.226
45,Masasi,40,2022-06-05,2022-02-03,0
43,Kilombero,13,2022-06-05,2022-01-13,0
43,Kilombero,15,2022-06-05,2022-01-21,0
43,Kilombero,16,2022-06-05,2022-01-16,0
43,Kilombero,17,2022-06-05,2022-01-17,0
43,Kilombero,18,2022-06-05,2022-01-29,0
43,Kilombero,20,2022-06-05,2022-01-11,0
43,Kilombero,21,2022-06-05,2022-01-30,0
43,Kilombero,22,2022-06-05,2022-01-17,0
43,Kilombero,23,2022-06-05,2022-01-12,0
43,Kilombero,24,2022-06-05,2022-01-31,0
43,Kilombero,25,2022-06-05,2022-01-22,0
43,Kilombero,26,2022-06-05,2022-01-18,0
43,Kilombero,27,2022-06-05,2022-02-02,0
43,Kilombero,28,2022-06-05,2022-01-22,0
43,Kilombero,29,2022-06-05,2022-01-20,0
43,Kilombero,30,2022-06-05,2022-01-15,0
43,Kilombero,31,2022-06-05,2022-01-12,0
43,Kilombero,32,2022-06-05,2022-01-13,0
43,Kilombero,33,2022-06-05,2022-02-03,0
43,Kilombero,34,2022-06-05,2022-01-23,0
43,Kilombero,35,2022-06-05,2022-01-24,0
43,Kilombero,36,2022-06-05,2022-01-18,0
43,Kilombero,38,2022-06-05,2022-01-09,0
43,Kilombero,39,2022-06-05,2022-01-30,0
68,Songea Rural,14,2022-06-05,2022-01-16,0
68,Songea Rural,15,2022-06-05,2022-01-25,0
68,Songea Rural,16,2022-06-05,2022-01-13,0
68,Songea Rural,17,2022-06-05,2022-01-28,0
68,Songea Rural,18,2022-06-05,2022-01-09,0
68,Songea Rural,19,2022-06-05,2022-01-23,0.061
68,Songea Rural,20,2022-06-05,2022-01-28,0
68,Songea Rural,22,2022-06-05,2022-01-27,0
68,Songea Rural,23,2022-06-05,2022-01-20,0
68,Songea Rural,24,2022-06-05,2022-01-10,0
68,Songea Rural,25,2022-06-05,2022-01-29,0
68,Songea Rural,26,2022-06-05,2022-01-20,0
68,Songea Rural,27,2022-06-05,2022-01-20,0
68,Songea Rural,28,2022-06-05,2022-01-22,0
68,Songea Rural,29,2022-06-05,2022-02-01,0
68,Songea Rural,30,2022-06-05,2022-01-18,0
68,Songea Rural,31,2022-06-05,2022-01-18,0
68,Songea Rural,32,2022-06-05,2022-02-02,0
68,Songea Rural,33,2022-06-05,2022-01-15,0
68,Songea Rural,34,2022-06-05,2022-02-01,0
68,Songea Rural,37,2022-06-05,2022-01-26,0
68,Songea Rural,38,2022-06-05,2022-01-09,0
68,Songea Rural,39,2022-06-05,2022-01-18,0
68,Songea Rural,40,2022-06-05,2022-02-02,0
53,Makambako Township Authority,1,2022-06-05,2022-01-19,0
53,Makambako Township Authority,2,2022-06-05,2022-01-29,0
53,Makambako Township Authority,3,2022-06-05,2022-01-16,0
53,Makambako Township Authority,4,2022-06-05,2022-01-16,0
53,Makambako Township Authority,5,2022-06-05,2022-02-02,0
